message,trialNum,strength,center,delta,direction,answerSame,answerCorrect
marisse_flat_directed,126,105,270,0,-1,1,1
marisse_flat_directed,127,205,180,0,-1,1,1
marisse_flat_directed,128,105,270,180,-1,1,0
marisse_flat_directed,129,105,270,90,-1,1,0
marisse_flat_directed,130,105,0,180,-1,0,1
marisse_flat_directed,131,155,225,90,-1,0,1
marisse_flat_directed,132,255,90,0,-1,1,1
marisse_flat_directed,133,105,270,0,-1,1,1
marisse_flat_directed,134,255,315,45,-1,1,0
marisse_flat_directed,135,105,225,0,-1,0,0
marisse_flat_directed,136,255,0,0,-1,0,0
marisse_flat_directed,137,155,0,0,-1,0,0
marisse_flat_directed,138,205,315,0,-1,1,1
marisse_flat_directed,139,255,145,0,-1,1,1
marisse_flat_directed,140,205,90,0,-1,1,1
marisse_flat_directed,141,105,315,22,-1,1,0
marisse_flat_directed,142,105,45,0,-1,1,1
marisse_flat_directed,143,105,180,90,-1,0,1
marisse_flat_directed,144,255,225,45,-1,1,0
marisse_flat_directed,145,105,315,0,-1,0,0
marisse_flat_directed,146,105,315,180,-1,0,1
marisse_flat_directed,147,255,225,22,-1,0,1
marisse_flat_directed,148,155,315,45,-1,1,0
marisse_flat_directed,149,205,270,0,-1,1,1
marisse_flat_directed,150,205,0,45,-1,1,0
marisse_flat_directed,151,155,180,45,-1,0,1
marisse_flat_directed,152,105,315,0,-1,0,0
marisse_flat_directed,153,205,0,0,-1,1,1
marisse_flat_directed,154,255,315,22,-1,1,0
marisse_flat_directed,155,205,270,0,-1,1,1
marisse_flat_directed,156,155,180,0,-1,1,1
marisse_flat_directed,157,155,90,22,-1,1,0
marisse_flat_directed,158,255,90,0,-1,1,1
marisse_flat_directed,159,155,315,0,-1,1,1
marisse_flat_directed,160,205,225,180,-1,0,1
marisse_flat_directed,161,255,145,90,-1,0,1
marisse_flat_directed,162,255,315,0,-1,1,1
marisse_flat_directed,163,205,45,180,-1,0,1
marisse_flat_directed,164,155,145,0,-1,1,1
marisse_flat_directed,165,155,225,0,-1,1,1
marisse_flat_directed,166,205,315,0,-1,1,1
marisse_flat_directed,167,205,225,0,-1,0,0
marisse_flat_directed,168,205,145,0,-1,0,0
marisse_flat_directed,169,205,180,22,-1,0,1
marisse_flat_directed,170,155,225,0,-1,0,0
marisse_flat_directed,171,105,45,0,-1,0,0
marisse_flat_directed,172,255,270,0,-1,1,1
marisse_flat_directed,173,255,225,180,-1,0,1
marisse_flat_directed,174,205,225,0,-1,0,0
marisse_flat_directed,175,205,90,22,-1,0,1
marisse_flat_directed,176,105,145,0,-1,1,1
marisse_flat_directed,177,105,270,0,-1,1,1
marisse_flat_directed,178,255,0,0,-1,1,1
marisse_flat_directed,179,205,145,0,-1,1,1
marisse_flat_directed,180,205,270,0,-1,1,1
marisse_flat_directed,181,105,145,90,-1,1,0
marisse_flat_directed,182,105,90,0,-1,1,1
marisse_flat_directed,183,155,90,0,-1,1,1
marisse_flat_directed,184,105,180,45,-1,0,1
marisse_flat_directed,185,255,270,90,-1,0,1
marisse_flat_directed,186,255,180,0,-1,1,1
marisse_flat_directed,187,155,45,0,-1,0,0
marisse_flat_directed,188,205,145,180,-1,0,1
marisse_flat_directed,189,155,225,180,-1,0,1
marisse_flat_directed,190,255,145,0,-1,0,0
marisse_flat_directed,191,105,90,0,-1,1,1
marisse_flat_directed,192,205,180,90,-1,0,1
marisse_flat_directed,193,155,270,45,-1,1,0
